2025-04-17 18:33:26.017,50900,48200,50500,54200,56800,63400,62000,61400,45000,45300,45300,1766400,1766400,1766400,1766400,2803200,2803200,2803200,2803200,257000000,0,0,0,0,0,0,0,0,0,0,0,4 %
2025-04-17 18:33:26.310,55500,52500,54500,58400,57100,66600,60400,56800,45600,45900,45900,1766400,1766400,1766400,1766400,2803200,2803200,2803200,2803200,257000000,0,0,0,0,0,0,0,0,0,0,0,4 %
2025-04-17 18:33:26.561,56100,53200,55100,59400,61400,63700,59400,59400,45600,46300,47300,1766400,1766400,1766400,1766400,2803200,2803200,2803200,2803200,257000000,0,0,0,0,0,0,0,0,0,0,0,4 %
2025-04-17 18:33:27.013,61100,56800,57100,61400,62400,62000,61400,58100,45900,46900,48200,1766400,1766400,1766400,1766400,1843200,1920000,1920000,1920000,257000000,0,0,0,0,0,0,0,0,0,0,0,19 %
2025-04-17 18:33:27.583,61100,58100,58100,61400,61400,61100,56800,56500,46900,47600,48600,1766400,1766400,1766400,1766400,2803200,2803200,2803200,2803200,257000000,0,0,0,0,0,0,0,0,0,0,0,0 %
2025-04-17 18:33:27.919,57400,54800,55500,57400,55800,57400,58400,57800,46900,47900,48900,1766400,1766400,1766400,1766400,2553600,2476800,2476800,2476800,257000000,0,0,0,0,0,0,0,0,0,0,0,0 %
2025-04-17 18:33:28.163,55500,55100,54200,54800,54500,54200,53800,52500,46900,47600,48600,1766400,1766400,1766400,1766400,2092800,2092800,2246400,2169600,257000000,0,0,0,0,0,0,0,0,0,0,0,18 %
2025-04-17 18:33:28.789,52800,53200,51900,52200,51900,51200,50500,50500,46900,47600,47900,1766400,1766400,1766400,1766400,1920000,1920000,1843200,1920000,257000000,0,0,0,0,0,0,0,0,0,0,0,18 %
2025-04-17 18:33:29.406,51500,50900,50500,50900,50500,50200,49600,49200,46600,47300,47600,1766400,1766400,1766400,1766400,1920000,1920000,2092800,2092800,257000000,0,0,0,0,0,0,0,0,0,0,0,18 %
2025-04-17 18:33:30.030,51500,50500,49900,50900,50200,50900,49200,48900,46900,47600,47300,1766400,1766400,1766400,1766400,1920000,1996800,2092800,2246400,257000000,0,0,0,0,0,0,0,0,0,0,0,0 %
2025-04-17 18:33:30.670,51900,50500,50500,51200,50500,51500,49200,49200,46300,46900,47300,1766400,1766400,1766400,1766400,1920000,1920000,1843200,1843200,257000000,0,0,0,0,0,0,0,0,0,0,0,0 %
2025-04-17 18:33:31.293,51900,52200,52200,53800,52500,52500,50500,50200,46300,46900,46900,1766400,1766400,1766400,1766400,2169600,2169600,1996800,2400000,257000000,0,0,0,0,0,0,0,0,0,0,0,12 %
2025-04-17 18:33:31.794,55800,52500,52500,54200,59700,55800,54200,54500,46300,47600,47600,1766400,1766400,1766400,1766400,2803200,2803200,2803200,2803200,257000000,0,0,0,0,0,0,0,0,0,0,0,12 %
2025-04-17 18:33:32.050,57100,54800,53800,55100,53500,53500,52500,52800,46600,47600,47900,1766400,1766400,1766400,1766400,2323200,2400000,2400000,2649600,257000000,0,0,0,0,0,0,0,0,0,0,0,12 %
2025-04-17 18:33:32.314,58800,56100,54500,57400,55800,57800,61100,54800,46900,48200,48200,1766400,1766400,1766400,1766400,2803200,2803200,2803200,2803200,257000000,0,0,0,0,0,0,0,0,0,0,0,0 %
2025-04-17 18:33:32.527,58100,56100,55800,60100,56100,65000,56800,55500,47300,48200,48600,1766400,1766400,1766400,1766400,2803200,2803200,2803200,2803200,257000000,0,0,0,0,0,0,0,0,0,0,0,0 %
2025-04-17 18:33:32.765,60400,58100,57400,60700,62000,61400,65000,57800,47900,48600,48900,1766400,1766400,1766400,1766400,2803200,2803200,2803200,2803200,257000000,0,0,0,0,0,0,0,0,0,0,0,12 %
2025-04-17 18:33:33.000,59400,56800,56500,60400,57400,67000,57400,55800,47900,48600,49200,1766400,1766400,1766400,1766400,2803200,2400000,2803200,2803200,257000000,0,0,0,0,0,0,0,0,0,0,0,12 %
2025-04-17 18:33:33.215,59100,56100,55800,57800,58100,57100,61100,55800,47600,48900,49200,1766400,1766400,1766400,1766400,2553600,2803200,2803200,2803200,257000000,0,0,0,0,0,0,0,0,0,0,0,12 %
2025-04-17 18:33:33.617,54500,53200,52500,53500,53200,52800,52800,53800,47600,48600,48900,1766400,1766400,1766400,1766400,2803200,2400000,2400000,2092800,257000000,0,0,0,0,0,0,0,0,0,0,0,0 %
