2025-04-22 21:28:33.390,45600,45300,44600,44600,43900,44600,44900,44900,46300,45600,47600,47300,42300,42300,35000,27000,-273000,-273000,-273000,-273000,42000,50000,35111,35926,1804800,576000,1363200,1363200,576000,576000,1728000,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,3 %
2025-04-22 21:28:34.166,45600,45900,44600,44600,43900,44300,44300,44600,44600,45300,44600,47600,42600,42900,35000,27000,-273000,-273000,-273000,-273000,42000,42000,35115,35919,576000,576000,576000,576000,576000,576000,652800,806400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:34.846,48300,47300,45600,46600,46600,47900,48900,48900,48300,50300,48300,51900,45300,46300,35000,27000,-273000,-273000,-273000,-273000,42000,42000,35108,35932,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,10 %
2025-04-22 21:28:35.436,50900,49900,48300,48900,48300,48600,49300,49600,49900,51900,50300,54300,46900,47600,35000,27000,-273000,-273000,-273000,-273000,42000,42000,35101,35926,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,500000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,10 %
2025-04-22 21:28:36.139,53900,53300,50900,51600,51300,51600,52300,51600,52600,49900,53600,50900,49900,51600,35000,27000,-273000,-273000,-273000,-273000,42000,42000,35115,35929,1804800,1804800,1804800,1804800,1804800,1804800,1728000,2304000,275000000,1363200,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,58 %
2025-04-22 21:28:36.912,48600,48300,47300,47300,47300,47600,47900,47600,47900,50300,47600,51900,45300,45600,35000,27000,-273000,-273000,-273000,-273000,42000,42000,35118,35929,576000,576000,576000,576000,1363200,1363200,1478400,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,58 %
2025-04-22 21:28:37.577,47600,47300,46900,46600,46600,46900,47300,47600,47600,49900,47600,51600,44900,45300,35000,27000,-273000,-273000,-273000,-273000,42000,42000,35128,35939,1363200,1363200,1363200,1363200,864000,1363200,652800,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:38.266,49900,48900,47900,47900,47600,48300,48900,49300,51300,49600,51600,50900,45300,44900,35000,27000,-273000,-273000,-273000,-273000,42000,42000,35138,35936,1804800,1804800,576000,1363200,1804800,1804800,1728000,2304000,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,39 %
2025-04-22 21:28:39.079,48900,48300,47600,46600,46600,46900,47300,47900,49600,48900,51300,49900,44600,44900,35000,27000,-273000,-273000,-273000,-273000,44000,45000,35155,35943,1651200,1804800,1804800,1363200,1516800,1651200,1728000,2304000,275000000,1363200,1363200,1363200,1363200,1363200,1363200,652800,1401600,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:39.827,49900,48600,47600,47600,47300,48300,48300,48300,47900,49900,47600,51900,45600,45300,35000,27000,-273000,-273000,-273000,-273000,44000,45000,35155,35939,576000,576000,1363200,1516800,1651200,1651200,1478400,1766400,275000000,576000,576000,1363200,1363200,1363200,1363200,652800,1401600,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:40.437,49300,48900,47900,47900,47600,48300,48600,48600,48600,51600,48300,54300,45900,45900,35000,27000,-273000,-273000,-273000,-273000,44000,45000,35165,35949,1516800,1363200,1363200,1363200,1363200,1363200,1478400,1996800,275000000,1363200,1363200,1363200,1363200,1363200,1363200,652800,1401600,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,13 %
2025-04-22 21:28:41.118,48300,47900,47300,46900,46600,46900,46900,47600,48900,49600,49600,50900,45300,45300,35000,27000,-273000,-273000,-273000,-273000,44000,45000,35169,35953,576000,576000,576000,576000,1363200,1363200,1728000,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,13 %
2025-04-22 21:28:41.765,47600,46900,46300,46600,46300,46600,47300,47600,46900,49600,46600,51300,45300,45300,35000,27000,-273000,-273000,-273000,-273000,44000,45000,35189,35943,576000,576000,576000,576000,576000,576000,1728000,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:42.390,48300,47600,46900,46900,46300,46600,46600,46600,48600,48900,49300,50600,44900,44900,35000,27000,-273000,-273000,-273000,-273000,44000,45000,35196,35949,576000,1363200,1363200,576000,576000,576000,1728000,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:43.022,47600,47300,46300,46300,45900,46300,46300,46600,46600,48900,47900,49300,44600,44900,35000,27000,-273000,-273000,-273000,-273000,44000,45000,35199,35956,576000,576000,576000,576000,576000,576000,1728000,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:43.686,46900,46600,45900,45600,45600,45600,45900,46300,45900,48900,45900,47900,44600,44300,35000,27000,-273000,-273000,-273000,-273000,44000,44000,35203,35959,576000,576000,576000,864000,864000,576000,1728000,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:44.362,46600,46600,45900,45900,45300,45900,45900,45900,47300,47900,45900,50300,44600,44600,35000,27000,-273000,-273000,-273000,-273000,44000,44000,35216,35956,576000,576000,576000,576000,576000,576000,652800,806400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:45.044,47600,47300,46300,46600,45900,46300,45900,46300,47900,48600,45900,46600,43900,44300,35000,27000,-273000,-273000,-273000,-273000,44000,44000,35233,35966,576000,576000,576000,576000,576000,576000,1728000,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:45.705,46600,46300,45600,45600,45300,45600,45600,45600,45900,48600,47900,48900,44300,44300,35000,27000,-273000,-273000,-273000,-273000,44000,44000,35240,35980,576000,576000,576000,1804800,1804800,576000,652800,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:46.387,46600,45900,45300,45600,45300,45300,45300,45900,45900,47900,45600,46600,43900,43900,35000,27000,-273000,-273000,-273000,-273000,44000,44000,35243,35976,576000,576000,576000,576000,576000,576000,1728000,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:47.079,46600,45900,45300,44900,44900,45300,44900,45600,45600,45900,45600,48900,43900,43900,35000,27000,-273000,-273000,-273000,-273000,44000,44000,35263,35983,576000,576000,576000,576000,576000,576000,1478400,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:47.758,46900,46300,45600,45300,45300,45300,45600,45600,45900,48300,45600,46300,43900,43900,35000,27000,-273000,-273000,-273000,-273000,44000,44000,35277,35990,576000,576000,576000,576000,576000,576000,1478400,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:48.454,46300,45900,45300,44900,44900,45300,45300,45600,45600,48300,47600,48600,43600,43900,35000,27000,-273000,-273000,-273000,-273000,44000,44000,35290,35993,576000,576000,576000,576000,576000,576000,1478400,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:49.171,46300,45900,45300,44900,44600,45300,44900,45300,46600,47300,45300,46300,43900,43900,35000,27000,-273000,-273000,-273000,-273000,44000,44000,35287,35993,864000,864000,864000,864000,576000,1363200,940800,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:49.814,47300,46900,45900,46300,45900,46300,45900,46900,46600,49900,46900,50600,44600,44600,35000,27000,-273000,-273000,-273000,-273000,44000,44000,35297,36000,1363200,864000,864000,576000,576000,576000,652800,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,8 %
2025-04-22 21:28:50.417,47300,47900,46600,46900,46600,46600,46900,47300,47300,49900,46900,51300,44600,44900,35000,27000,-273000,-273000,-273000,-273000,44000,44000,35284,36000,576000,576000,576000,576000,576000,576000,1900800,806400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,8 %
2025-04-22 21:28:51.006,47900,47300,46600,46300,46300,46600,46600,46600,47900,49600,47300,50900,44900,44600,35000,27000,-273000,-273000,-273000,-273000,44000,44000,35284,36007,1516800,864000,864000,864000,864000,864000,652800,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:51.590,48600,48600,47600,47900,47300,47900,47600,47900,47900,48600,48600,51600,45300,45300,35000,27000,-273000,-273000,-273000,-273000,44000,44000,35284,36014,1804800,1363200,576000,1363200,1363200,576000,1900800,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,0 %
2025-04-22 21:28:52.212,48600,48300,47600,47300,47300,47600,47600,47900,47900,50600,48300,52300,45300,45600,35000,27000,-273000,-273000,-273000,-273000,44000,44000,35274,36030,576000,1363200,1363200,864000,864000,1363200,652800,1094400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,14 %
2025-04-22 21:28:52.820,48600,48600,47300,47300,47300,48300,47900,47900,47900,51300,50300,51600,45300,45600,35000,27000,-273000,-273000,-273000,-273000,44000,44000,35274,36020,576000,576000,576000,576000,576000,576000,652800,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,14 %
2025-04-22 21:28:53.414,48900,48600,47600,47600,47300,48300,48300,48600,48600,51300,48300,52300,45900,45600,35000,27000,-273000,-273000,-273000,-273000,44000,45000,35267,36030,576000,576000,1363200,864000,1363200,1363200,1478400,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,13 %
2025-04-22 21:28:54.010,48600,48300,47300,47300,46900,47300,47300,47600,47600,50600,48600,48600,45900,45900,35000,27000,-273000,-273000,-273000,-273000,45000,45000,35253,36020,614400,864000,1363200,1363200,864000,864000,652800,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,13 %
2025-04-22 21:28:54.625,49600,48900,48300,48600,47600,47900,48300,47900,48600,51300,48600,51600,45900,46300,35000,27000,-273000,-273000,-273000,-273000,45000,45000,35250,36030,864000,1363200,1363200,1363200,576000,576000,652800,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,13 %
2025-04-22 21:28:55.214,49600,49300,47900,47900,47600,47900,48300,48300,48600,51300,48600,52600,46300,45600,35000,27000,-273000,-273000,-273000,-273000,45000,45000,35230,36027,1363200,1363200,902400,902400,864000,902400,652800,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,12 %
2025-04-22 21:28:55.782,49300,48900,48600,48300,47900,48300,48600,48300,48600,51600,48300,52900,45900,45900,35000,27000,-273000,-273000,-273000,-273000,45000,45000,35233,36027,576000,576000,576000,576000,576000,576000,1478400,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,1900800,2304000,625000000,0,2,1,0,0,0,0,0,0,0,12 %
