2025-04-16 18:41:43.554,61100,59400,59100,62000,63400,64000,62000,64000,50900,51900,52200,1766400,1766400,1766400,1766400,2803200,2803200,2803200,2803200,257000000
2025-04-16 18:41:43.770,64000,61400,61400,65000,64700,66600,63400,63000,51200,52500,52800,1766400,1766400,1766400,1766400,2803200,2803200,2803200,2803200,257000000
2025-04-16 18:41:44.141,65700,63000,62700,66300,65000,69600,64300,64000,51500,52800,53800,1766400,1766400,1766400,1766400,2803200,2803200,2803200,2803200,257000000
2025-04-16 18:41:44.595,66600,64300,64700,68300,68900,68600,68000,67600,52200,53200,54200,1766400,1766400,1766400,1766400,2553600,2803200,2803200,2553600,257000000
2025-04-16 18:41:44.888,67600,65000,63700,66600,68900,68300,63000,64300,52200,53200,54500,1766400,1766400,1766400,1766400,2803200,2803200,1996800,2649600,257000000
2025-04-16 18:41:45.060,65700,63400,62400,64000,68000,63400,61100,61100,52500,53500,54200,1766400,1766400,1766400,1766400,1209600,1209600,1209600,2169600,257000000
2025-04-16 18:41:45.264,62400,62000,60100,60400,61400,59100,58100,58800,52200,53200,53800,1766400,1766400,1766400,1766400,902400,902400,825600,825600,257000000
2025-04-16 18:41:45.650,60700,60400,59700,60700,60400,60400,59700,60700,52500,53800,53800,1766400,1766400,1766400,1766400,2803200,2553600,2803200,2803200,257000000
2025-04-16 18:41:45.899,63000,62400,62000,64300,63700,67000,63400,62700,52500,53500,53800,1766400,1766400,1766400,1766400,2400000,2553600,2400000,2400000,257000000
2025-04-16 18:41:46.212,62700,61100,60100,60700,60100,59700,58400,59700,52800,53800,54200,1766400,1766400,1766400,1766400,1996800,2803200,2803200,2803200,257000000
2025-04-16 18:41:46.463,62400,61100,60700,60700,62000,60400,58100,57800,52500,53500,53800,1766400,1766400,1766400,1766400,1843200,1920000,1920000,2246400,257000000
2025-04-16 18:41:46.816,59700,59400,58400,59700,58100,57400,56100,59700,52200,53200,53500,1766400,1766400,1766400,1766400,1920000,2246400,2323200,2400000,257000000
2025-04-16 18:41:47.123,62700,61400,59700,60700,64000,60100,58400,57800,52500,53200,53500,1766400,1766400,1766400,1766400,2803200,1843200,2649600,2649600,257000000
2025-04-16 18:41:47.355,61400,60700,60100,60400,58800,59100,58100,58400,52200,53200,53500,1766400,1766400,1766400,1766400,2246400,2323200,2323200,1920000,257000000
2025-04-16 18:41:47.609,60700,60700,59700,60700,59700,63000,58100,59100,52200,53200,53500,1766400,1766400,1766400,1766400,2246400,2323200,2323200,2323200,257000000
2025-04-16 18:41:47.847,61700,60700,60400,62000,65000,62000,60400,63000,52500,53500,53800,1766400,1766400,1766400,1766400,2803200,2803200,2803200,2400000,257000000
2025-04-16 18:41:48.046,63400,62000,61400,64300,63400,63400,61100,60100,52500,53800,53800,1766400,1766400,1766400,1766400,2553600,2803200,2803200,2803200,257000000
2025-04-16 18:41:48.254,64000,62400,61100,62000,63700,61400,61100,61100,52800,53800,54200,1766400,1766400,1766400,1766400,2803200,2476800,2553600,2553600,257000000
2025-04-16 18:41:48.442,64300,63000,62400,64700,64300,68300,64700,65000,52800,53800,54200,1766400,1766400,1766400,1766400,2803200,2803200,2553600,2803200,257000000
2025-04-16 18:41:48.656,66000,63400,63400,66600,64300,68900,65000,64300,53200,54200,54500,1766400,1766400,1766400,1766400,2323200,2803200,2803200,2803200,257000000
2025-04-16 18:41:48.870,65300,64000,64300,67300,68300,66600,66000,68300,52800,54200,54800,1766400,1766400,1766400,1766400,2803200,2803200,2803200,2803200,257000000
2025-04-16 18:41:49.067,66000,64700,63400,66600,64000,65000,67000,62000,53500,54200,54800,1766400,1766400,1766400,1766400,2803200,2803200,2400000,2400000,257000000
2025-04-16 18:41:49.240,64000,63400,62000,65000,62700,67600,61100,65000,53200,53800,54800,1766400,1766400,1766400,1766400,2649600,2400000,2400000,2649600,257000000
2025-04-16 18:41:49.416,65300,63000,61700,63000,61700,62000,61700,62000,53200,53800,54800,1766400,1766400,1766400,1766400,2649600,1920000,2476800,2476800,257000000
2025-04-16 18:41:49.594,64300,63400,61700,64000,62000,62700,60400,60100,53500,54200,54800,1766400,1766400,1766400,1766400,2400000,2400000,1286400,1286400,257000000
2025-04-16 18:41:49.787,65300,63400,62000,63400,68600,64700,63000,64000,53200,54200,54500,1766400,1766400,1766400,1766400,2169600,2400000,2400000,2553600,257000000
2025-04-16 18:41:49.971,63700,63000,61100,61700,64300,65700,59700,59700,53200,54200,54500,1766400,1766400,1766400,1766400,1459200,1612800,1612800,2803200,257000000
2025-04-16 18:41:50.172,63400,62700,61100,62400,61400,64700,60700,60400,53500,54200,54500,1766400,1766400,1766400,1766400,1766400,1766400,1536000,1536000,257000000
2025-04-16 18:41:50.361,64000,63000,62400,64000,62000,62000,60700,64700,53500,54200,54800,1766400,1766400,1766400,1766400,2092800,2400000,2400000,2400000,257000000
2025-04-16 18:41:50.546,64000,62400,61700,63400,66000,62400,60700,60700,53500,54500,54500,1766400,1766400,1766400,1766400,1766400,1766400,1286400,1286400,257000000
2025-04-16 18:41:50.738,64700,63000,61400,62400,61100,60700,59400,59700,53500,54500,54800,1766400,1766400,1766400,1766400,1209600,2246400,2246400,2400000,257000000
2025-04-16 18:41:50.979,64300,62400,61400,62700,66300,62400,60100,60100,53500,54500,54500,1766400,1766400,1766400,1766400,2323200,1536000,2169600,2169600,257000000
2025-04-16 18:41:51.183,63400,62400,61100,62700,61400,62000,62700,64700,53500,54500,54500,1766400,1766400,1766400,1766400,1843200,2246400,2246400,2323200,257000000
2025-04-16 18:41:51.397,62400,62700,61400,63700,60700,62400,62000,67000,53500,54500,54500,1766400,1766400,1766400,1766400,2476800,2323200,2803200,2803200,257000000
2025-04-16 18:41:51.645,61700,60700,61100,60700,59700,59400,58100,58100,53500,54500,54200,1766400,1766400,1766400,1766400,1920000,2246400,2246400,1843200,257000000
2025-04-16 18:41:51.946,63000,62400,59700,61400,64300,64300,58800,58800,53500,54200,54500,1766400,1766400,1766400,1766400,1920000,2476800,2476800,2649600,257000000
2025-04-16 18:41:52.127,65000,63000,60400,62700,66600,64700,60100,60400,53200,54200,54200,1766400,1766400,1766400,1766400,2649600,2803200,2803200,2803200,257000000
2025-04-16 18:41:52.305,65000,63400,60700,63400,63400,62700,63400,60700,53200,54200,54200,1766400,1766400,1766400,1766400,2803200,2803200,2803200,2803200,257000000
2025-04-16 18:41:52.523,64700,63400,62400,64700,63700,64000,67000,61400,53200,54200,54500,1766400,1766400,1766400,1766400,2803200,1920000,2323200,2323200,257000000
2025-04-16 18:41:52.699,65300,63700,62000,64300,67300,63000,61100,60700,53200,54200,54500,1766400,1766400,1766400,1766400,1996800,2169600,2246400,2400000,257000000
2025-04-16 18:41:52.901,62000,61700,62700,65000,63000,66300,61400,61100,53200,54200,54800,1766400,1766400,1766400,1766400,2476800,1459200,1843200,2400000,257000000
