2025-04-23 12:39:26.939,43300,42300,40900,40600,40300,40900,40600,40900,41300,41600,41600,45600,38900,38900,32000,27000,-273000,-273000,-273000,-273000,45000,38000,32386,33060,576000,576000,576000,576000,576000,576000,1728000,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,11,31,4,0,13,6,29,60,45 %
2025-04-23 12:39:27.776,42300,42300,41300,40900,40600,40900,40900,41300,40900,43600,40900,45300,39300,39300,32000,27000,-273000,-273000,-273000,-273000,39000,38000,32392,33060,576000,576000,576000,576000,576000,614400,1728000,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,8,35,3,5,7,6,41,53,0 %
2025-04-23 12:39:28.548,42300,41900,41600,41300,40600,40900,41300,41900,41900,41600,41600,42300,39600,39300,32000,27000,-273000,-273000,-273000,-273000,39000,39000,32395,33069,576000,576000,576000,576000,576000,576000,652800,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,1401600,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,9,26,5,6,7,5,43,48,0 %
2025-04-23 12:39:29.351,46900,46300,44900,44900,43900,44600,45300,45600,47900,45600,49600,50300,42300,43900,32000,27000,-273000,-273000,-273000,-273000,39000,39000,32401,33079,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,34,43,29,34,31,34,46,66,24 %
2025-04-23 12:39:30.060,49600,47900,46300,46600,46900,47900,48600,49600,51900,49300,52600,50900,46600,47600,32000,27000,-273000,-273000,-273000,-273000,39000,39000,32411,33098,1804800,1804800,1804800,1804800,1804800,1804800,2092800,2188800,625000000,1363200,1363200,1363200,1363200,1363200,1363200,652800,1401600,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,47,55,47,46,49,40,61,70,24 %
2025-04-23 12:39:30.981,46300,44900,44600,44300,43900,44900,45600,46300,45900,46900,46900,47600,42600,42300,32000,27000,-273000,-273000,-273000,-273000,39000,39000,32427,33101,1804800,1804800,1804800,1363200,1363200,1804800,2208000,2400000,275000000,1363200,1363200,1363200,1363200,1363200,1363200,652800,1401600,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,15,25,18,11,13,11,47,63,59 %
2025-04-23 12:39:31.964,47600,46300,44900,44900,44600,45300,44900,45300,45300,47600,45300,48900,41900,42600,32000,27000,-273000,-273000,-273000,-273000,39000,39000,32427,33111,576000,576000,1363200,1363200,1363200,576000,1900800,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,15,24,13,11,12,10,42,56,8 %
2025-04-23 12:39:32.794,45600,44600,43900,43600,43300,43600,43600,43900,46300,46900,46600,47300,41900,41300,32000,27000,-273000,-273000,-273000,-273000,39000,39000,32436,33120,1804800,614400,614400,576000,576000,1804800,1728000,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,11,31,6,7,7,7,36,57,0 %
2025-04-23 12:39:33.596,44600,43600,42900,43300,42900,43300,43300,43900,43900,44300,44300,44300,41600,41300,32000,27000,-273000,-273000,-273000,-273000,41000,41000,32440,33133,576000,576000,576000,576000,576000,576000,1900800,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,12,35,6,6,6,8,42,51,0 %
2025-04-23 12:39:34.413,45300,44600,43900,43300,43300,43600,43600,43600,43900,46600,43900,44900,41300,41300,32000,27000,-273000,-273000,-273000,-273000,41000,41000,32449,33142,1363200,1363200,864000,864000,576000,576000,1900800,1766400,275000000,1363200,1363200,1363200,1363200,1363200,1363200,652800,1401600,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,19,32,11,10,12,9,36,57,0 %
2025-04-23 12:39:35.167,45300,44600,43300,43600,42600,43300,43300,43900,45900,46300,46300,47300,41600,41300,32000,27000,-273000,-273000,-273000,-273000,41000,41000,32459,33152,1363200,1363200,1363200,1804800,1804800,1804800,2208000,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,15,33,16,17,16,13,40,63,0 %
2025-04-23 12:39:35.942,46600,45900,44600,45300,44600,45300,45600,46300,47900,46900,48900,48600,41900,42600,32000,27000,-273000,-273000,-273000,-273000,41000,41000,32468,33162,1804800,614400,1516800,1804800,1804800,1363200,2092800,1766400,275000000,1363200,1363200,1363200,1363200,1363200,1363200,652800,1401600,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,24,38,15,15,17,20,57,53,0 %
2025-04-23 12:39:36.770,48300,47600,45900,45900,45900,46600,46600,46900,48300,48600,47300,49300,42900,43300,32000,27000,-273000,-273000,-273000,-273000,41000,41000,32478,33174,1363200,1363200,1363200,1363200,1363200,1363200,1478400,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,25,30,17,19,13,14,53,63,6 %
2025-04-23 12:39:37.537,47900,47300,45900,45900,45600,46600,46900,46900,47600,49900,49900,50300,42600,42900,32000,27000,-273000,-273000,-273000,-273000,41000,41000,32487,33184,1363200,1363200,1363200,614400,614400,576000,1094400,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,20,23,20,15,15,18,44,68,17 %
2025-04-23 12:39:38.337,47600,46600,45300,45300,44900,45600,45900,46600,47600,48600,46300,49600,42900,42900,32000,27000,-273000,-273000,-273000,-273000,42000,42000,32497,33200,1804800,1804800,1516800,1516800,1804800,1804800,1900800,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,14,34,17,14,14,14,56,67,17 %
2025-04-23 12:39:39.129,46300,45600,44900,44300,44300,44900,45600,46300,47300,48900,46300,50300,42600,42900,32000,27000,-273000,-273000,-273000,-273000,42000,42000,32500,33209,576000,576000,576000,576000,576000,614400,1728000,1996800,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,15,32,21,15,13,10,42,68,13 %
2025-04-23 12:39:39.891,46900,46600,45300,45300,44600,44900,45300,45600,45300,48300,45300,48600,42900,42900,32000,27000,-273000,-273000,-273000,-273000,42000,42000,32513,33212,576000,576000,576000,576000,1804800,1804800,1900800,1766400,275000000,576000,576000,576000,576000,576000,576000,652800,806400,275000000,1804800,1804800,1804800,1804800,1804800,1804800,2208000,2400000,625000000,0,0,0,0,0,0,0,0,0,0,18,39,12,18,13,11,51,61,13 %
